Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Option1 Linked To,Option2 Name,Option2 Value,Option2 Linked To,Option3 Name,Option3 Value,Option3 Linked To,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Unit Price Total Measure,Unit Price Total Measure Unit,Unit Price Base Measure,Unit Price Base Measure Unit,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Google Shopping / Google Product Category,Google Shopping / Gender,Google Shopping / Age Group,Google Shopping / MPN,Google Shopping / Condition,Google Shopping / Custom Product,Google Shopping / Custom Label 0,Google Shopping / Custom Label 1,Google Shopping / Custom Label 2,Google Shopping / Custom Label 3,Google Shopping / Custom Label 4,casecost (product.metafields.custom.casecost),caseqty (product.metafields.custom.caseqty),Google: Custom Product (product.metafields.mm-google-shopping.custom_product),Age group (product.metafields.shopify.age-group),Color (product.metafields.shopify.color-pattern),Flavor (product.metafields.shopify.flavor),Complementary products (product.metafields.shopify--discovery--product_recommendation.complementary_products),Related products (product.metafields.shopify--discovery--product_recommendation.related_products),Related products settings (product.metafields.shopify--discovery--product_recommendation.related_products_display),Search product boosts (product.metafields.shopify--discovery--product_search_boost.queries),Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Status
barbican-raspberry-6-330ml,BARBICAN  -  RASPBERRY 6*  -  330ML,"",BARBICAN,,"",Juice & Soft Drink,true,Title,Default Title,,,,,,,,'6281034067168,330.0,,0,deny,manual,10.99,,true,false,,,,,'6281034067168,https://cdn.shopify.com/s/files/1/0783/6404/9692/files/6281034067168.png?v=1734163808,1,barbican-raspberry-6-330ml,false,,,,,,,,,,,,,,,,,,,,,,,,,g,,,active
barbican-raspberry-6-330ml,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0783/6404/9692/files/6281034067168_b.png?v=1734163808,2,barbican-raspberry-6-330ml,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
canada-dry-ginger-ale-500ml,CANADA  -  DRY GINGER ALE  -  500ML,"",CANADA,,"",Juice & Soft Drink,true,Title,Default Title,,,,,,,,'06200017,500.0,,0,deny,manual,2.99,,true,false,,,,,'06200017,https://cdn.shopify.com/s/files/1/0783/6404/9692/files/06200017.png?v=1734163808,1,canada-dry-ginger-ale-500ml,false,,,,,,,,,,,,,,,,,,,,,,,,,g,,,active
canada-dry-ginger-ale-500ml,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0783/6404/9692/files/06200017_b.png?v=1734163809,2,canada-dry-ginger-ale-500ml,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
paper-boat_chilli-guava-250ml,PAPER BOAT -  BOAT_CHILLI GUAVA  -  250ML,"",PAPER BOAT,,"",Juice & Soft Drink,true,Title,Default Title,,,,,,,,'8908001705806,250.0,,-27,deny,manual,1.79,,true,true,,,,,'8908001705806,https://cdn.shopify.com/s/files/1/0783/6404/9692/files/8908001705806.png?v=1734163809,1,paper-boat_chilli-guava-250ml,false,,,,,,,,,,,,,,,,,,,,,,,,,g,,,active
paper-boat_chilli-guava-250ml,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0783/6404/9692/files/8908001705806_b.png?v=1734163809,2,paper-boat_chilli-guava-250ml,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
paper-boat-orange-drink-180ml,PAPER BOAT -  BOAT ORANGE DRINK  -  180ML,"",PAPER BOAT,,"",Juice & Soft Drink,true,Title,Default Title,,,,,,,,'8906080601187,180.0,,-2,deny,manual,1.79,,true,true,,,,,'8906080601187,https://cdn.shopify.com/s/files/1/0783/6404/9692/files/8906080601187.png?v=1734163810,1,paper-boat-orange-drink-180ml,false,,,,,,,,,,,,,,,,,,,,,,,,,g,,,active
paper-boat-orange-drink-180ml,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0783/6404/9692/files/8906080601187_b.png?v=1734163810,2,paper-boat-orange-drink-180ml,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
paper-boat-aam-panna,PAPER BOAT AAM PANNA,"",PAPER BOAT,,"",Juice & Soft Drink,true,Title,Default Title,,,,,,,,'8908001705042,0.0,,-17,deny,manual,1.79,,true,true,,,,,'8908001705042,https://cdn.shopify.com/s/files/1/0783/6404/9692/files/8908001705042.png?v=1734163811,1,paper-boat-aam-panna,false,,,,,,,,,,,,,,,,,,,,,,,,,g,,,active
paper-boat-aam-panna,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0783/6404/9692/files/8908001705042_b.png?v=1734163811,2,paper-boat-aam-panna,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
paper-boat-lychee,PAPER BOAT LYCHEE,"",PAPER BOAT,,"",Juice & Soft Drink,true,Title,Default Title,,,,,,,,'8906080601583,0.0,,-19,deny,manual,1.79,,true,false,,,,,'8906080601583,https://cdn.shopify.com/s/files/1/0783/6404/9692/files/8906080601583.png?v=1734163811,1,paper-boat-lychee,false,,,,,,,,,,,,,,,,,,,,,,,,,g,,,active
paper-boat-lychee,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0783/6404/9692/files/8906080601583_b.png?v=1734163811,2,paper-boat-lychee,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
paper-boat-alphonso,PAPER BOAT ALPHONSO,"",PAPER BOAT,Uncategorized,"",Juice & Soft Drink,true,Title,Default Title,,,,,,,,'8906080601163,0.0,shopify,0,deny,manual,1.79,,true,true,,,,,'8906080601163,https://cdn.shopify.com/s/files/1/0783/6404/9692/files/8906080601163.png?v=1734163812,1,paper-boat-alphonso,false,,,,,,,,,,,,,,,,,,,,,,,,,g,,,active
paper-boat-alphonso,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0783/6404/9692/files/8906080601163_b.png?v=1734163812,2,paper-boat-alphonso,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
frooti-200ml,FROOTI 200ML,"",FROOTI,,"",Juice & Soft Drink,true,Title,Default Title,,,,,,,,'8902579100025,200.0,,0,deny,manual,0.99,,true,true,,,,,'8902579100025,https://cdn.shopify.com/s/files/1/0783/6404/9692/files/8902579100025.png?v=1734163813,1,frooti-200ml,false,,,,,,,,,,,,,,,,,,,,,,,,,g,,,active
frooti-200ml,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0783/6404/9692/files/8902579100025_b.png?v=1734163813,2,frooti-200ml,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
apnataste-khoya-milk-cake-400g,APNA TASTE -  KHOYA MILK CAKE  -  400GM,"",APNA TASTE,,"",Juice & Soft Drink,true,Title,Default Title,,,,,,,,'628965001599,400.0,,-5,deny,manual,10.99,,true,false,,,,,'628965001599,https://cdn.shopify.com/s/files/1/0783/6404/9692/files/628965001599_a82730b8-c30d-450f-8116-38377889d005.png?v=1734163813,1,apnataste-khoya-milk-cake-400g,false,,,,,,,,,,,,,,,,,,,,,,,,,g,,,active
apnataste-khoya-milk-cake-400g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0783/6404/9692/files/628965001599_b.png?v=1734163813,2,apnataste-khoya-milk-cake-400g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
apnataste_motichoor-ladoo400g,APNA TASTE -  MOTICHOOR LADOO  -  400GM,"",APNA TASTE,Uncategorized,"",Sweets,true,Title,Default Title,,,,,,,,'628965001612,400.0,,-50,deny,manual,6.99,,true,false,,,,,'628965001612,https://cdn.shopify.com/s/files/1/0783/6404/9692/files/628965001612_16762d3a-0182-43bb-9588-114f14d66733.png?v=1744905833,1,apnataste_motichoor-ladoo400g,false,,,,,,,,,,,,,,,,,,,,,,,,,g,,5.00,active
apnataste_motichoor-ladoo400g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0783/6404/9692/files/628965001612_b.png?v=1744905833,2,apnataste_motichoor-ladoo400g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
limca-2lt,LIMCA 2LT,"",LIMCA,,"",Juice & Soft Drink,true,Title,Default Title,,,,,,,,'8901764052408,2000.0,,-2,deny,manual,4.99,,true,true,,,,,'8901764052408,https://cdn.shopify.com/s/files/1/0783/6404/9692/files/8901764052408.png?v=1734163815,1,limca-2lt,false,,,,,,,,,,,,,,,,,,,,,,,,,g,,,active
limca-2lt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0783/6404/9692/files/8901764052408_b.png?v=1734163815,2,limca-2lt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pepsi-2l,PEPSI 2L,"",PEPSI,,"",Juice & Soft Drink,true,Title,Default Title,,,,,,,,'069000002612,2000.0,,-1,deny,manual,2.99,,true,true,,,,,'069000002612,https://cdn.shopify.com/s/files/1/0783/6404/9692/files/069000002612.png?v=1734163815,1,pepsi-2l,false,,,,,,,,,,,,,,,,,,,,,,,,,g,,,active
pepsi-2l,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0783/6404/9692/files/069000002612_b.png?v=1734163815,2,pepsi-2l,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
coke-2l,COKE 2L,"",COKE,,"",Juice & Soft Drink,true,Title,Default Title,,,,,,,,'06742708,2000.0,,-4,deny,manual,2.99,,true,true,,,,,'06742708,https://cdn.shopify.com/s/files/1/0783/6404/9692/files/06742708.png?v=1734163816,1,coke-2l,false,,,,,,,,,,,,,,,,,,,,,,,,,g,,,active
coke-2l,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0783/6404/9692/files/06742708_b.png?v=1734163816,2,coke-2l,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mountain-dew-2l,MOUNTAIN DEW 2L,"",MOUNTAIN DEW,,"",Juice & Soft Drink,true,Title,Default Title,,,,,,,,'069000020081,2000.0,,-1,deny,manual,2.99,,true,true,,,,,'069000020081,https://cdn.shopify.com/s/files/1/0783/6404/9692/files/069000020081.png?v=1734163817,1,mountain-dew-2l,false,,,,,,,,,,,,,,,,,,,,,,,,,g,,,active
mountain-dew-2l,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0783/6404/9692/files/069000020081_b.png?v=1734163817,2,mountain-dew-2l,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
s-drink_coke-diet-2l,S DRINK_COKE DIET-2L,"",COKE,,"",Juice & Soft Drink,true,Title,Default Title,,,,,,,,'06789709,2000.0,,-5,deny,manual,2.99,,true,true,,,,,'06789709,https://cdn.shopify.com/s/files/1/0783/6404/9692/files/06789709.png?v=1734163817,1,s-drink_coke-diet-2l,false,,,,,,,,,,,,,,,,,,,,,,,,,g,,,active
s-drink_coke-diet-2l,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0783/6404/9692/files/06789709_b.png?v=1734163817,2,s-drink_coke-diet-2l,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sprite-2l,SPRITE 2L,"",SPRITE,,"",Juice & Soft Drink,true,Title,Default Title,,,,,,,,'06750600,2000.0,,0,deny,manual,2.99,,true,true,,,,,'06750600,https://cdn.shopify.com/s/files/1/0783/6404/9692/files/06750600.png?v=1734163818,1,sprite-2l,false,,,,,,,,,,,,,,,,,,,,,,,,,g,,,active
sprite-2l,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0783/6404/9692/files/06750600_b.png?v=1734163818,2,sprite-2l,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
schweppes-soda-2l,SCHWEPPES SODA 2L,"",SCHWEPPES,,"",Juice & Soft Drink,true,Title,Default Title,,,,,,,,'016600000395,2000.0,,-1,deny,manual,2.99,,true,true,,,,,'016600000395,https://cdn.shopify.com/s/files/1/0783/6404/9692/files/016600000395.png?v=1734163819,1,schweppes-soda-2l,false,,,,,,,,,,,,,,,,,,,,,,,,,g,,,active
schweppes-soda-2l,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0783/6404/9692/files/016600000395_b.png?v=1734163819,2,schweppes-soda-2l,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
crush-orange-2l,CRUSH ORANGE 2L,"",CRUSH,,"",Juice & Soft Drink,true,Title,Default Title,,,,,,,,'05609008,2000.0,,-1,deny,manual,2.99,,true,false,,,,,'05609008,https://cdn.shopify.com/s/files/1/0783/6404/9692/files/05609008.png?v=1734163819,1,crush-orange-2l,false,,,,,,,,,,,,,,,,,,,,,,,,,g,,,active
crush-orange-2l,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0783/6404/9692/files/05609008_b.png?v=1734163820,2,crush-orange-2l,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
thums-up-2lt,THUMS UP 2LT,"",THUMS UP,,"",Juice & Soft Drink,true,Title,Default Title,,,,,,,,'8901764042508,2000.0,,-4,deny,manual,4.99,,true,true,,,,,'8901764042508,https://cdn.shopify.com/s/files/1/0783/6404/9692/files/8901764042508.png?v=1734163820,1,thums-up-2lt,false,,,,,,,,,,,,,,,,,,,,,,,,,g,,,active
thums-up-2lt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0783/6404/9692/files/8901764042508_b.png?v=1734163820,2,thums-up-2lt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
masion-perrier-1l,MASION PERRIER 1L,"",MASION,,"",Juice & Soft Drink,true,Title,Default Title,,,,,,,,'055000209830,1000.0,,0,deny,manual,2.99,,true,true,,,,,'055000209830,https://cdn.shopify.com/s/files/1/0783/6404/9692/files/055000209830.png?v=1734163821,1,masion-perrier-1l,false,,,,,,,,,,,,,,,,,,,,,,,,,g,,,active
masion-perrier-1l,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0783/6404/9692/files/055000209830_b.png?v=1734163821,2,masion-perrier-1l,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
canada-dry-gingerale-2l,CANADA DRY GINGERALE 2L,"",CANADA DRY,,"",Juice & Soft Drink,true,Title,Default Title,,,,,,,,'06215718,2000.0,,0,deny,manual,2.99,,true,true,,,,,'06215718,https://cdn.shopify.com/s/files/1/0783/6404/9692/files/06215718.png?v=1734163821,1,canada-dry-gingerale-2l,false,,,,,,,,,,,,,,,,,,,,,,,,,g,,,active
canada-dry-gingerale-2l,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0783/6404/9692/files/06215718_b.png?v=1734163821,2,canada-dry-gingerale-2l,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pakola-creme-cordial-800ml,PAKOLA  -  CREME CORDIAL  -  800ML,"",PAKOLA,,"",Juice & Soft Drink,true,Title,Default Title,,,,,,,,'8964000661314,800.0,,0,deny,manual,2.59,,true,false,,,,,'8964000661314,https://cdn.shopify.com/s/files/1/0783/6404/9692/files/8964000661314.png?v=1734163822,1,pakola-creme-cordial-800ml,false,,,,,,,,,,,,,,,,,,,,,,,,,g,,,active
pakola-creme-cordial-800ml,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0783/6404/9692/files/8964000661314_b.png?v=1734163822,2,pakola-creme-cordial-800ml,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pakola-cream-soda-1-5l-1,PAKOLA CREAM SODA 1.5L,"",PAKOLA,,"",Juice & Soft Drink,true,Title,Default Title,,,,,,,,'899916000316,0.0,,0,deny,manual,4.49,,true,true,,,,,'899916000316,https://cdn.shopify.com/s/files/1/0783/6404/9692/files/899916000316_3a1cf8c1-ea3f-4492-a6b7-d298daa68b61.png?v=1734163823,1,pakola-cream-soda-1-5l-1,false,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,active
pakola-cream-soda-1-5l-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0783/6404/9692/files/899916000316_b_3d6376c5-baba-4b3b-b122-ff0e20ce0d2d.png?v=1734163823,2,pakola-cream-soda-1-5l-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
qarshi-bazooreen-sharbat-800ml,QARSHI  -  BAZOOREEN SHARBAT  -  800ML,"",QARSHI,,"",Juice & Soft Drink,true,Title,Default Title,,,,,,,,'855434009255,800.0,,-1,deny,manual,4.99,,true,true,,,,,'855434009255,https://cdn.shopify.com/s/files/1/0783/6404/9692/files/855434009255.png?v=1734163823,1,qarshi-bazooreen-sharbat-800ml,false,,,,,,,,,,,,,,,,,,,,,,,,,g,,,active
qarshi-bazooreen-sharbat-800ml,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0783/6404/9692/files/855434009255_b.png?v=1734163823,2,qarshi-bazooreen-sharbat-800ml,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
qarshi-sharbat-sandaleen-800ml,QARSHI  -  SHARBAT SANDALEEN  -  800ML,"",QARSHI,,"",Juice & Soft Drink,true,Title,Default Title,,,,,,,,'855434009248,800.0,,-1,deny,manual,4.99,,true,true,,,,,'855434009248,https://cdn.shopify.com/s/files/1/0783/6404/9692/files/855434009248.png?v=1734163824,1,qarshi-sharbat-sandaleen-800ml,false,,,,,,,,,,,,,,,,,,,,,,,,,g,,,active
qarshi-sharbat-sandaleen-800ml,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0783/6404/9692/files/855434009248_b.png?v=1734163824,2,qarshi-sharbat-sandaleen-800ml,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ocean-spray-cranberry-juc1-89l,OCEAN SPRAY CRANBERRY JUC1.89L,"",OCEAN SPRAY,,"",Juice & Soft Drink,true,Title,Default Title,,,,,,,,'031200445261,1890.0,,0,deny,manual,6.49,,true,false,,,,,'031200445261,https://cdn.shopify.com/s/files/1/0783/6404/9692/files/031200445261.png?v=1734163825,1,ocean-spray-cranberry-juc1-89l,false,,,,,,,,,,,,,,,,,,,,,,,,,g,,,active
ocean-spray-cranberry-juc1-89l,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0783/6404/9692/files/031200445261_b.png?v=1734163825,2,ocean-spray-cranberry-juc1-89l,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
canada-dry-club-soda-12pk,CANADA DRY CLUB SODA 12PK,"",CANADA DRY,,"",Juice & Soft Drink,true,Title,Default Title,,,,,,,,'062100008959,0.0,,-6,deny,manual,8.99,,true,true,,,,,'062100008959,https://cdn.shopify.com/s/files/1/0783/6404/9692/files/062100008959.png?v=1734163825,1,canada-dry-club-soda-12pk,false,,,,,,,,,,,,,,,,,,,,,,,,,g,,,active
canada-dry-club-soda-12pk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0783/6404/9692/files/062100008959_b.png?v=1734163826,2,canada-dry-club-soda-12pk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mtn-dew-12-cans,MTN DEW 12 CANS,"",MOUNTAIN DEW,,"",Juice & Soft Drink,true,Title,Default Title,,,,,,,,'069000020098,0.0,,0,deny,manual,8.99,,true,true,,,,,'069000020098,https://cdn.shopify.com/s/files/1/0783/6404/9692/files/069000020098.png?v=1734163826,1,mtn-dew-12-cans,false,,,,,,,,,,,,,,,,,,,,,,,,,g,,,active
mtn-dew-12-cans,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0783/6404/9692/files/069000020098_b.png?v=1734163826,2,mtn-dew-12-cans,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pepsi-12-355ml,PEPSI-12*355ML,"",PEPSI,,"",Juice & Soft Drink,true,Title,Default Title,,,,,,,,'069000004289,355.0,,0,deny,manual,8.99,,true,true,,,,,'069000004289,https://cdn.shopify.com/s/files/1/0783/6404/9692/files/069000004289.png?v=1734163827,1,pepsi-12-355ml,false,,,,,,,,,,,,,,,,,,,,,,,,,g,,,active
pepsi-12-355ml,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0783/6404/9692/files/069000004289_b.png?v=1734163827,2,pepsi-12-355ml,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mtr-pav-bhaji-masala-100gm,MTR-PAV BHAJI MASALA-100GM,"",MTR,,"",Instant Mixes,true,Title,Default Title,,,,,,,,'8901042954868,100.0,,-25,deny,manual,2.99,,true,false,,,,,'8901042954868,https://cdn.shopify.com/s/files/1/0783/6404/9692/files/8901042954868.png?v=1747334611,1,mtr-pav-bhaji-masala-100gm,false,,,,,,,,,,,,,,'72.0,'36.0,,,,,,,,,,g,,2.00,active
mtr-pav-bhaji-masala-100gm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0783/6404/9692/files/8901042954868_b.png?v=1747334611,2,mtr-pav-bhaji-masala-100gm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mtr_khaman-dhokla-200gm,MTR_KHAMAN  -  DHOKLA  -  200GM,"",MTR,,"",Instant Mixes,true,Title,Default Title,,,,,,,,'8901042958286,200.0,,-36,deny,manual,2.49,,true,false,,,,,'8901042958286,https://cdn.shopify.com/s/files/1/0783/6404/9692/files/8901042958286.png?v=1747334612,1,mtr_khaman-dhokla-200gm,false,,,,,,,,,,,,,,'48.0,'30.0,,,,,,,,,,g,,1.60,active
mtr_khaman-dhokla-200gm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0783/6404/9692/files/8901042958286_b.png?v=1747334612,2,mtr_khaman-dhokla-200gm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
gopal-dabeli-masala-250gm,GOPAL  -  DABELI MASALA  -  250GM,"",GOPAL,,"",Instant Mixes,true,Title,Default Title,,,,,,,,'982430011293,250.0,,-18,deny,manual,3.99,,true,false,,,,,'982430011293,https://cdn.shopify.com/s/files/1/0783/6404/9692/files/982430011293.png?v=1734163829,1,gopal-dabeli-masala-250gm,false,,,,,,,,,,,,,,,,,,,,,,,,,g,,,active
gopal-dabeli-masala-250gm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0783/6404/9692/files/982430011293_b.png?v=1734163829,2,gopal-dabeli-masala-250gm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
haldiram-paneer-makhani-300g,HALDIRAMS  -  PANEER MAKHANI  -  300GM,"",HALDIRAMS,,"","'-- Sale --, Ready To Eat - North Indian",true,Title,Default Title,,,,,,,,'8904004444032,300.0,,-21,deny,manual,1.99,2.99,true,false,,,,,'8904004444032,https://cdn.shopify.com/s/files/1/0783/6404/9692/files/8904004444032.png?v=1747334614,1,haldiram-paneer-makhani-300g,false,,,,,,,,,,,,,,'48.0,'24.0,,,,,,,,,,g,,2.00,active
haldiram-paneer-makhani-300g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0783/6404/9692/files/8904004444032_b.png?v=1747334614,2,haldiram-paneer-makhani-300g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
haldiram-punjabi-choley-300g,HALDIRAMS  -  PUNJABI CHOLEY  -  300GM,"",HALDIRAMS,,"",Ready To Eat - North Indian,true,Title,Default Title,,,,,,,,'8904004443998,300.0,,-14,deny,manual,1.99,2.99,true,false,,,,,'8904004443998,https://cdn.shopify.com/s/files/1/0783/6404/9692/files/8904004443998.png?v=1747334615,1,haldiram-punjabi-choley-300g,false,,,,,,,,,,,,,,'48.0,'24.0,,,,,,,,,,g,,2.00,active
haldiram-punjabi-choley-300g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0783/6404/9692/files/8904004443998_b.png?v=1747334615,2,haldiram-punjabi-choley-300g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mtr-sambar-rice-300gm,MTR  -  SAMBAR RICE  -  300GM,"",MTR,,"",Ready To Eat - North Indian,true,Title,Default Title,,,,,,,,'8901042956718,300.0,,-19,deny,manual,3.49,,true,false,,,,,'8901042956718,https://cdn.shopify.com/s/files/1/0783/6404/9692/files/8901042956718_b4b13b29-c823-428d-b489-e6ff084cb02d.png?v=1747334616,1,mtr-sambar-rice-300gm,false,,,,,,,,,,,,,,'38.0,'20.0,,,,,,,,,,g,,1.90,active
mtr-sambar-rice-300gm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0783/6404/9692/files/8901042956718_b.png?v=1747334616,2,mtr-sambar-rice-300gm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mtr-palak-paneer300-gm,MTR PALAK PANEER300 GM,"",MTR,,"",Ready To Eat - North Indian,true,Title,Default Title,,,,,,,,'8901042955995,300.0,,-2,deny,manual,3.49,,true,false,,,,,'8901042955995,https://cdn.shopify.com/s/files/1/0783/6404/9692/files/8901042955995.png?v=1747334617,1,mtr-palak-paneer300-gm,false,,,,,,,,,,,,,,'48.0,'20.0,,,,,,,,,,g,,2.40,active
mtr-palak-paneer300-gm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0783/6404/9692/files/8901042955995_b.png?v=1747334617,2,mtr-palak-paneer300-gm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
gits-matar-paneer-rte-285g,GITS  -  MATAR PANEER RTE  -  285GM,"",GITS,,"",Ready To Eat - North Indian,true,Title,Default Title,,,,,,,,'8901155426313,285.0,,-11,deny,manual,2.99,,true,false,,,,,'8901155426313,https://cdn.shopify.com/s/files/1/0783/6404/9692/files/8901155426313.png?v=1747334618,1,gits-matar-paneer-rte-285g,false,,,,,,,,,,,,,,'40.0,'20.0,,,,,,,,,,g,,2.00,active
gits-matar-paneer-rte-285g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0783/6404/9692/files/8901155426313_b.png?v=1747334618,2,gits-matar-paneer-rte-285g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mtr-tomoto-rice-powder-100gm,MTR-TOMOTO RICE POWDER-100GM,"",MTR,,"",Instant Mixes,true,Title,Default Title,,,,,,,,'8901042969688,100.0,,-9,deny,manual,2.29,,true,false,,,,,'8901042969688,https://cdn.shopify.com/s/files/1/0783/6404/9692/files/8901042969688.png?v=1747334619,1,mtr-tomoto-rice-powder-100gm,false,,,,,,,,,,,,,,'56.0,'36.0,,,,,,,,,,g,,1.56,active
mtr-tomoto-rice-powder-100gm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0783/6404/9692/files/8901042969688_b.png?v=1747334619,2,mtr-tomoto-rice-powder-100gm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
